5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5
5,3,3,6,5,4,3,4,5,3,3,5,5,3,3,3,5,5,5
5,3,5,5,5,3,5,3,5,3,5,3,5,3,3,5,5,5,5
5,3,3,3,5,4,3,4,5,3,3,5,5,3,3,3,5,5,5
5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,1,5,5,5
5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,5,5,5
5,5,5,1,5,1,5,1,5,1,4,1,1,1,4,1,5,1,5
5,5,5,1,5,1,5,1,5,1,5,5,1,5,5,1,1,1,5
5,5,4,1,1,1,1,1,4,1,5,5,1,5,5,1,5,1,5
5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,0,0,4,0,0,5,0,0,0,5,5,5,5,5,5,5,5,5
5,0,5,0,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5
5,0,5,0,5,0,5,0,0,0,5,5,5,5,5,5,5,5,5
5,0,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5
5,0,5,5,5,0,4,0,0,0,7,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5